date,state,district,total_bio_updates
2025-05-31,HIMACHAL PRADESH,KULLU,1741
2025-05-31,HIMACHAL PRADESH,MANDI,4996
2025-05-31,HIMACHAL PRADESH,SHIMLA,3201
2025-05-31,HIMACHAL PRADESH,SIRMAUR,2700
2025-05-31,HIMACHAL PRADESH,SOLAN,3173
2025-05-31,HIMACHAL PRADESH,UNA,2537
2025-05-31,JAMMU AND KASHMIR,ANANTNAG,5008
2025-05-31,JAMMU AND KASHMIR,BADGAM,1537
2025-05-31,JAMMU AND KASHMIR,BANDIPORE,2272
2025-05-31,JAMMU AND KASHMIR,BARAMULA,6123
2025-05-31,JAMMU AND KASHMIR,BUDGAM,2620
2025-05-31,JAMMU AND KASHMIR,DODA,3907
2025-05-31,JAMMU AND KASHMIR,GANDERBAL,1370
2025-05-31,JAMMU AND KASHMIR,JAMMU,9278
2025-05-31,JAMMU AND KASHMIR,KARGIL,189
2025-05-31,JAMMU AND KASHMIR,KATHUA,4113
2025-05-31,JAMMU AND KASHMIR,KISHTWAR,3437
2025-05-31,JAMMU AND KASHMIR,KULGAM,2877
2025-05-31,JAMMU AND KASHMIR,KUPWARA,5090
2025-05-31,JAMMU AND KASHMIR,LEH,129
2025-05-31,JAMMU AND KASHMIR,PULWAMA,2509
2025-05-31,JAMMU AND KASHMIR,PUNCH,3235
2025-05-31,JAMMU AND KASHMIR,RAJOURI,4323
2025-05-31,JAMMU AND KASHMIR,RAMBAN,2724
2025-05-31,JAMMU AND KASHMIR,REASI,3182
2025-05-31,JAMMU AND KASHMIR,SAMBA,955
2025-05-31,JAMMU AND KASHMIR,SHUPIYAN,1543
2025-05-31,JAMMU AND KASHMIR,SRINAGAR,6315
2025-05-31,JAMMU AND KASHMIR,UDHAMPUR,4562
2025-05-31,JHARKHAND,BOKARO,14109
2025-05-31,JHARKHAND,CHATRA,5502
2025-05-31,JHARKHAND,DEOGHAR,7593
2025-05-31,JHARKHAND,DHANBAD,16824
2025-05-31,JHARKHAND,DUMKA,8111
2025-05-31,JHARKHAND,EAST SINGHBHUM,17489
2025-05-31,JHARKHAND,GARHWA,9007
2025-05-31,JHARKHAND,GARHWA *,444
2025-05-31,JHARKHAND,GIRIDIH,11776
2025-05-31,JHARKHAND,GODDA,7869
2025-05-31,JHARKHAND,GUMLA,12263
2025-05-31,JHARKHAND,HAZARIBAG,797
2025-05-31,JHARKHAND,HAZARIBAGH,7909
2025-05-31,JHARKHAND,JAMTARA,4682
2025-05-31,JHARKHAND,KHUNTI,4346
2025-05-31,JHARKHAND,KODARMA,581
2025-05-31,JHARKHAND,KODERMA,4433
2025-05-31,JHARKHAND,LATEHAR,4107
2025-05-31,JHARKHAND,LOHARDAGA,4170
2025-05-31,JHARKHAND,PAKAUR,282
2025-05-31,JHARKHAND,PAKUR,5479
2025-05-31,JHARKHAND,PALAMAU,197
2025-05-31,JHARKHAND,PALAMU,10334
2025-05-31,JHARKHAND,PASHCHIMI SINGHBHUM,1955
2025-05-31,JHARKHAND,PURBI SINGHBHUM,2780
2025-05-31,JHARKHAND,RAMGARH,4175
2025-05-31,JHARKHAND,RANCHI,19418
2025-05-31,JHARKHAND,SAHEBGANJ,8639
2025-05-31,JHARKHAND,SAHIBGANJ,203
2025-05-31,JHARKHAND,SERAIKELA-KHARSAWAN,10176
2025-05-31,JHARKHAND,SIMDEGA,8420
2025-05-31,JHARKHAND,WEST SINGHBHUM,18326
2025-05-31,KARNATAKA,BAGALKOT,9516
2025-05-31,KARNATAKA,BAGALKOT *,85
2025-05-31,KARNATAKA,BALLARI,5057
2025-05-31,KARNATAKA,BANGALORE,26648
2025-05-31,KARNATAKA,BANGALORE RURAL,5303
2025-05-31,KARNATAKA,BELAGAVI,9896
2025-05-31,KARNATAKA,BELGAUM,13999
2025-05-31,KARNATAKA,BELLARY,8744
2025-05-31,KARNATAKA,BENGALURU,41840
2025-05-31,KARNATAKA,BIDAR,8409
2025-05-31,KARNATAKA,BIJAPUR,6517
2025-05-31,KARNATAKA,CHAMARAJANAGAR,199
2025-05-31,KARNATAKA,CHAMRAJANAGAR,3945
2025-05-31,KARNATAKA,CHAMRAJNAGAR,227
2025-05-31,KARNATAKA,CHICKMAGALUR,3277
2025-05-31,KARNATAKA,CHIKKABALLAPUR,5681
2025-05-31,KARNATAKA,CHIKKAMAGALURU,2352
2025-05-31,KARNATAKA,CHIKMAGALUR,150
2025-05-31,KARNATAKA,CHITRADURGA,8910
2025-05-31,KARNATAKA,DAKSHINA KANNADA,10351
2025-05-31,KARNATAKA,DAVANAGERE,455
2025-05-31,KARNATAKA,DAVANGERE,12378
2025-05-31,KARNATAKA,DHARWAD,11456
2025-05-31,KARNATAKA,GADAG,6038
2025-05-31,KARNATAKA,GADAG *,143
2025-05-31,KARNATAKA,GULBARGA,7192
2025-05-31,KARNATAKA,HASAN,1277
2025-05-31,KARNATAKA,HASSAN,7133
2025-05-31,KARNATAKA,HAVERI,10329
2025-05-31,KARNATAKA,HAVERI *,196
2025-05-31,KARNATAKA,KALABURAGI,8407
2025-05-31,KARNATAKA,KODAGU,2639
2025-05-31,KARNATAKA,KOLAR,9057
2025-05-31,KARNATAKA,KOPPAL,7976
2025-05-31,KARNATAKA,MANDYA,10286
2025-05-31,KARNATAKA,MYSORE,6990
2025-05-31,KARNATAKA,MYSURU,7804
2025-05-31,KARNATAKA,RAICHUR,13329
2025-05-31,KARNATAKA,RAMANAGAR,5868
2025-05-31,KARNATAKA,SHIMOGA,3572
2025-05-31,KARNATAKA,SHIVAMOGGA,5039
2025-05-31,KARNATAKA,TUMAKURU,6768
2025-05-31,KARNATAKA,TUMKUR,8942
2025-05-31,KARNATAKA,UDUPI,4720
2025-05-31,KARNATAKA,UTTARA KANNADA,6315
2025-05-31,KARNATAKA,VIJAYANAGARA,4053
2025-05-31,KARNATAKA,VIJAYAPURA,6096
2025-05-31,KARNATAKA,YADGIR,8462
2025-05-31,KERALA,ALAPPUZHA,13667
2025-05-31,KERALA,ERNAKULAM,26133
2025-05-31,KERALA,IDUKKI,7474
2025-05-31,KERALA,KANNUR,17629
2025-05-31,KERALA,KASARAGOD,11039
2025-05-31,KERALA,KASARGOD,95
2025-05-31,KERALA,KOLLAM,20253
2025-05-31,KERALA,KOTTAYAM,12126
2025-05-31,KERALA,KOZHIKODE,20311
2025-05-31,KERALA,MALAPPURAM,34486
2025-05-31,KERALA,PALAKKAD,24790
2025-05-31,KERALA,PATHANAMTHITTA,9374
2025-05-31,KERALA,THIRUVANANTHAPURAM,22124
2025-05-31,KERALA,THRISSUR,22849
2025-05-31,KERALA,WAYANAD,5141
2025-05-31,LADAKH,KARGIL,279
2025-05-31,LADAKH,LEH,273
2025-05-31,LAKSHADWEEP,LAKSHADWEEP,701
2025-05-31,MADHYA PRADESH,AGAR MALWA,2044
2025-05-31,MADHYA PRADESH,ALIRAJPUR,10382
2025-05-31,MADHYA PRADESH,ANUPPUR,11130
2025-05-31,MADHYA PRADESH,ASHOK NAGAR,10810
2025-05-31,MADHYA PRADESH,BALAGHAT,17178
2025-05-31,MADHYA PRADESH,BARWANI,23037
2025-05-31,MADHYA PRADESH,BETUL,16103
2025-05-31,MADHYA PRADESH,BHIND,9914
2025-05-31,MADHYA PRADESH,BHOPAL,27863
2025-05-31,MADHYA PRADESH,BURHANPUR,11565
2025-05-31,MADHYA PRADESH,CHHATARPUR,18896
2025-05-31,MADHYA PRADESH,CHHINDWARA,20557
2025-05-31,MADHYA PRADESH,DAMOH,15806
2025-05-31,MADHYA PRADESH,DATIA,6178
2025-05-31,MADHYA PRADESH,DEWAS,12503
2025-05-31,MADHYA PRADESH,DHAR,25125
2025-05-31,MADHYA PRADESH,DINDORI,8806
2025-05-31,MADHYA PRADESH,EAST NIMAR,4996
2025-05-31,MADHYA PRADESH,GUNA,19438
2025-05-31,MADHYA PRADESH,GWALIOR,17003
2025-05-31,MADHYA PRADESH,HARDA,4235
2025-05-31,MADHYA PRADESH,HARDA *,1120
2025-05-31,MADHYA PRADESH,HOSHANGABAD,12766
2025-05-31,MADHYA PRADESH,INDORE,27113
2025-05-31,MADHYA PRADESH,JABALPUR,16913
2025-05-31,MADHYA PRADESH,JHABUA,11346
2025-05-31,MADHYA PRADESH,KATNI,10565
2025-05-31,MADHYA PRADESH,KHANDWA,8085
2025-05-31,MADHYA PRADESH,KHARGONE,22176
2025-05-31,MADHYA PRADESH,MANDLA,9351
2025-05-31,MADHYA PRADESH,MANDSAUR,12087
2025-05-31,MADHYA PRADESH,MAUGANJ,73
2025-05-31,MADHYA PRADESH,MORENA,20477
2025-05-31,MADHYA PRADESH,NARMADAPURAM,907
2025-05-31,MADHYA PRADESH,NARSIMHAPUR,1083
2025-05-31,MADHYA PRADESH,NARSINGHPUR,7448
2025-05-31,MADHYA PRADESH,NEEMUCH,9054
2025-05-31,MADHYA PRADESH,NIWARI,339
2025-05-31,MADHYA PRADESH,PANNA,12587
2025-05-31,MADHYA PRADESH,RAISEN,19778
2025-05-31,MADHYA PRADESH,RAJGARH,22123
2025-05-31,MADHYA PRADESH,RATLAM,16709
2025-05-31,MADHYA PRADESH,REWA,27977
2025-05-31,MADHYA PRADESH,SAGAR,21486
2025-05-31,MADHYA PRADESH,SATNA,21228
2025-05-31,MADHYA PRADESH,SEHORE,16124
2025-05-31,MADHYA PRADESH,SEONI,12415
2025-05-31,MADHYA PRADESH,SHAHDOL,11143
2025-05-31,MADHYA PRADESH,SHAJAPUR,16890
2025-05-31,MADHYA PRADESH,SHEOPUR,8379
2025-05-31,MADHYA PRADESH,SHIVPURI,19170
2025-05-31,MADHYA PRADESH,SIDHI,17023
2025-05-31,MADHYA PRADESH,SINGRAULI,13984
2025-05-31,MADHYA PRADESH,TIKAMGARH,20354
2025-05-31,MADHYA PRADESH,UJJAIN,16445
2025-05-31,MADHYA PRADESH,UMARIA,4617
2025-05-31,MADHYA PRADESH,VIDISHA,14958
2025-05-31,MADHYA PRADESH,WEST NIMAR,1202
2025-05-31,MAHARASHTRA,AHMADNAGAR,31952
2025-05-31,MAHARASHTRA,AHMED NAGAR,189
2025-05-31,MAHARASHTRA,AKOLA,19212
2025-05-31,MAHARASHTRA,AMRAVATI,34345
2025-05-31,MAHARASHTRA,AURANGABAD,30424
2025-05-31,MAHARASHTRA,BEED,28262
2025-05-31,MAHARASHTRA,BHANDARA,10665
2025-05-31,MAHARASHTRA,BID,264
2025-05-31,MAHARASHTRA,BULDANA,2704
2025-05-31,MAHARASHTRA,BULDHANA,17453
2025-05-31,MAHARASHTRA,CHANDRAPUR,23513
2025-05-31,MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,335
2025-05-31,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,577
2025-05-31,MAHARASHTRA,DHARASHIV,56
2025-05-31,MAHARASHTRA,DHULE,22103
2025-05-31,MAHARASHTRA,GADCHIROLI,11710
2025-05-31,MAHARASHTRA,GONDIYA,9700
2025-05-31,MAHARASHTRA,HINGOLI,12111
2025-05-31,MAHARASHTRA,JALGAON,43234
2025-05-31,MAHARASHTRA,JALNA,18493
2025-05-31,MAHARASHTRA,KOLHAPUR,31125
2025-05-31,MAHARASHTRA,LATUR,36636
2025-05-31,MAHARASHTRA,MUMBAI,45339
2025-05-31,MAHARASHTRA,MUMBAI CITY,5083
2025-05-31,MAHARASHTRA,MUMBAI SUBURBAN,17910
2025-05-31,MAHARASHTRA,MUMBAI( SUB URBAN ),220
2025-05-31,MAHARASHTRA,NAGPUR,39903
2025-05-31,MAHARASHTRA,NANDED,34132
2025-05-31,MAHARASHTRA,NANDURBAR,24290
2025-05-31,MAHARASHTRA,NASHIK,50809
2025-05-31,MAHARASHTRA,OSMANABAD,19170
2025-05-31,MAHARASHTRA,PALGHAR,18422
2025-05-31,MAHARASHTRA,PARBHANI,20523
2025-05-31,MAHARASHTRA,PUNE,61522
2025-05-31,MAHARASHTRA,RAIGAD,1433
2025-05-31,MAHARASHTRA,RAIGARH,14661
2025-05-31,MAHARASHTRA,RATNAGIRI,11610
2025-05-31,MAHARASHTRA,SANGLI,20660
2025-05-31,MAHARASHTRA,SATARA,19207
2025-05-31,MAHARASHTRA,SINDHUDURG,3900
2025-05-31,MAHARASHTRA,SOLAPUR,37561
2025-05-31,MAHARASHTRA,THANE,59673
2025-05-31,MAHARASHTRA,WARDHA,11954
2025-05-31,MAHARASHTRA,WASHIM,14084
2025-05-31,MAHARASHTRA,YAVATMAL,30647
2025-05-31,MANIPUR,BISHNUPUR,1426
2025-05-31,MANIPUR,CHANDEL,635
2025-05-31,MANIPUR,CHURACHANDPUR,1418
2025-05-31,MANIPUR,IMPHAL EAST,2670
2025-05-31,MANIPUR,IMPHAL WEST,2855
2025-05-31,MANIPUR,JIRIBAM,257
2025-05-31,MANIPUR,KAKCHING,137
2025-05-31,MANIPUR,SENAPATI,1959
2025-05-31,MANIPUR,TAMENGLONG,719
2025-05-31,MANIPUR,THOUBAL,2681
2025-05-31,MANIPUR,UKHRUL,1045
2025-05-31,MEGHALAYA,EAST GARO HILLS,465
2025-05-31,MEGHALAYA,EAST JAINTIA HILLS,268
2025-05-31,MEGHALAYA,EAST KHASI HILLS,2570
2025-05-31,MEGHALAYA,NORTH GARO HILLS,147
2025-05-31,MEGHALAYA,RI BHOI,445
2025-05-31,MEGHALAYA,SOUTH GARO HILLS,181
2025-05-31,MEGHALAYA,SOUTH WEST GARO HILLS,521
2025-05-31,MEGHALAYA,SOUTH WEST KHASI HILLS,484
2025-05-31,MEGHALAYA,WEST GARO HILLS,4812
2025-05-31,MEGHALAYA,WEST JAINTIA HILLS,628
2025-05-31,MEGHALAYA,WEST KHASI HILLS,705
2025-05-31,MIZORAM,AIZAWL,1925
2025-05-31,MIZORAM,CHAMPHAI,1002
2025-05-31,MIZORAM,KOLASIB,645
2025-05-31,MIZORAM,LAWNGTLAI,1127
2025-05-31,MIZORAM,LUNGLEI,1639
2025-05-31,MIZORAM,MAMIT,668
2025-05-31,MIZORAM,MAMMIT,140
2025-05-31,MIZORAM,SAIHA,303
2025-05-31,MIZORAM,SERCHHIP,471
2025-05-31,NAGALAND,CHUMUKEDIMA,138
2025-05-31,NAGALAND,DIMAPUR,2642
2025-05-31,NAGALAND,KIPHIRE,739
2025-05-31,NAGALAND,KOHIMA,1806
2025-05-31,NAGALAND,LONGLENG,263
2025-05-31,NAGALAND,MOKOKCHUNG,1401
2025-05-31,NAGALAND,MON,1384
2025-05-31,NAGALAND,NIULAND,44
2025-05-31,NAGALAND,NOKLAK,123
2025-05-31,NAGALAND,PEREN,710
2025-05-31,NAGALAND,PHEK,1248
2025-05-31,NAGALAND,TSEMINYU,74
2025-05-31,NAGALAND,TUENSANG,1649
2025-05-31,NAGALAND,WOKHA,936
2025-05-31,NAGALAND,ZUNHEBOTO,1010
2025-05-31,ODISHA,ANGUL,8057
2025-05-31,ODISHA,ANUGUL,99
2025-05-31,ODISHA,BALANGIR,10615
2025-05-31,ODISHA,BALESHWAR,2732
2025-05-31,ODISHA,BALESWAR,13020
2025-05-31,ODISHA,BARGARH,8587
2025-05-31,ODISHA,BAUDH,456
2025-05-31,ODISHA,BHADRAK,9799
2025-05-31,ODISHA,BOUDH,2516
2025-05-31,ODISHA,CUTTACK,17177
2025-05-31,ODISHA,DEBAGARH,2151
2025-05-31,ODISHA,DHENKANAL,8991
2025-05-31,ODISHA,GAJAPATI,7041
2025-05-31,ODISHA,GANJAM,24929
2025-05-31,ODISHA,JAGATSINGHAPUR,5196
2025-05-31,ODISHA,JAGATSINGHPUR,1145
2025-05-31,ODISHA,JAJAPUR,7365
2025-05-31,ODISHA,JAJPUR,4452
2025-05-31,ODISHA,JHARSUGUDA,2819
2025-05-31,ODISHA,KALAHANDI,10243
2025-05-31,ODISHA,KANDHAMAL,6437
2025-05-31,ODISHA,KENDRAPARA,9026
2025-05-31,ODISHA,KENDUJHAR,14958
2025-05-31,ODISHA,KHORDA,11819
2025-05-31,ODISHA,KHORDHA,372
2025-05-31,ODISHA,KORAPUT,10227
2025-05-31,ODISHA,MALKANGIRI,5011
2025-05-31,ODISHA,MAYURBHANJ,21017
2025-05-31,ODISHA,NABARANGAPUR,11396
2025-05-31,ODISHA,NAYAGARH,7431
2025-05-31,ODISHA,NUAPADA,4425
2025-05-31,ODISHA,PURI,8458
2025-05-31,ODISHA,RAYAGADA,6385
2025-05-31,ODISHA,SAMBALPUR,5966
2025-05-31,ODISHA,SONAPUR,3164
2025-05-31,ODISHA,SUBARNAPUR,794
2025-05-31,ODISHA,SUNDARGARH,1811
2025-05-31,ODISHA,SUNDERGARH,13102
2025-05-31,ORISSA,BALANGIR,1337
2025-05-31,ORISSA,BALESHWAR,440
2025-05-31,ORISSA,BARGARH,114
2025-05-31,ORISSA,BHADRAK,495
2025-05-31,ORISSA,CUTTACK,678
2025-05-31,ORISSA,DHENKANAL,136
2025-05-31,ORISSA,GANJAM,919
2025-05-31,ORISSA,JAJAPUR,105
2025-05-31,ORISSA,KENDUJHAR,68
2025-05-31,ORISSA,KHORDHA,1362
2025-05-31,ORISSA,KORAPUT,89
2025-05-31,ORISSA,NAYAGARH,46
2025-05-31,ORISSA,PURI,368
2025-05-31,ORISSA,RAYAGADA,90
2025-05-31,PONDICHERRY,PONDICHERRY,2310
2025-05-31,PUDUCHERRY,KARAIKAL,1420
2025-05-31,PUDUCHERRY,PUDUCHERRY,2889
2025-05-31,PUNJAB,AMRITSAR,17489
2025-05-31,PUNJAB,BARNALA,3838
2025-05-31,PUNJAB,BATHINDA,9469
2025-05-31,PUNJAB,FARIDKOT,4584
2025-05-31,PUNJAB,FATEHGARH SAHIB,3814
2025-05-31,PUNJAB,FAZILKA,6515
2025-05-31,PUNJAB,FEROZEPUR,5190
2025-05-31,PUNJAB,FIROZPUR,411
2025-05-31,PUNJAB,GURDASPUR,12565
2025-05-31,PUNJAB,HOSHIARPUR,10435
2025-05-31,PUNJAB,JALANDHAR,16526
2025-05-31,PUNJAB,KAPURTHALA,6905
2025-05-31,PUNJAB,LUDHIANA,23363
2025-05-31,PUNJAB,MALERKOTLA,1942
2025-05-31,PUNJAB,MANSA,7009
2025-05-31,PUNJAB,MOGA,7616
2025-05-31,PUNJAB,MUKTSAR,829
2025-05-31,PUNJAB,PATHANKOT,2507
2025-05-31,PUNJAB,PATIALA,15095
2025-05-31,PUNJAB,RUPNAGAR,5129
2025-05-31,PUNJAB,SANGRUR,9053
2025-05-31,PUNJAB,SAS NAGAR (MOHALI),6184
2025-05-31,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,3664
2025-05-31,PUNJAB,SRI MUKTSAR SAHIB,5158
2025-05-31,PUNJAB,TARN TARAN,9218
2025-05-31,RAJASTHAN,AJMER,11234
2025-05-31,RAJASTHAN,ALWAR,17943
2025-05-31,RAJASTHAN,BANSWARA,5917
2025-05-31,RAJASTHAN,BARAN,5420
2025-05-31,RAJASTHAN,BARMER,13378
2025-05-31,RAJASTHAN,BHARATPUR,10965
2025-05-31,RAJASTHAN,BHILWARA,7455
2025-05-31,RAJASTHAN,BIKANER,10341
2025-05-31,RAJASTHAN,BUNDI,4695
2025-05-31,RAJASTHAN,CHITTAURGARH,140
2025-05-31,RAJASTHAN,CHITTORGARH,4549
2025-05-31,RAJASTHAN,CHURU,10876
2025-05-31,RAJASTHAN,DAUSA,8377
2025-05-31,RAJASTHAN,DHOLPUR,6055
2025-05-31,RAJASTHAN,DUNGARPUR,5228
2025-05-31,RAJASTHAN,GANGANAGAR,9470
2025-05-31,RAJASTHAN,HANUMANGARH,8445
2025-05-31,RAJASTHAN,JAIPUR,35642
2025-05-31,RAJASTHAN,JAISALMER,3172
2025-05-31,RAJASTHAN,JALOR,7656
2025-05-31,RAJASTHAN,JHALAWAR,4753
2025-05-31,RAJASTHAN,JHUNJHUNU,77
2025-05-31,RAJASTHAN,JHUNJHUNUN,10183
2025-05-31,RAJASTHAN,JODHPUR,18146
2025-05-31,RAJASTHAN,KARAULI,7250
2025-05-31,RAJASTHAN,KOTA,7481
2025-05-31,RAJASTHAN,NAGAUR,18907
2025-05-31,RAJASTHAN,PALI,13454
2025-05-31,RAJASTHAN,PRATAPGARH,3562
2025-05-31,RAJASTHAN,RAJSAMAND,4700
2025-05-31,RAJASTHAN,SAWAI MADHOPUR,6624
2025-05-31,RAJASTHAN,SIKAR,16504
2025-05-31,RAJASTHAN,SIROHI,5740
2025-05-31,RAJASTHAN,TONK,6732
2025-05-31,RAJASTHAN,UDAIPUR,12990
2025-05-31,SIKKIM,EAST,778
2025-05-31,SIKKIM,EAST SIKKIM,474
2025-05-31,SIKKIM,NORTH SIKKIM,81
2025-05-31,SIKKIM,SOUTH,433
2025-05-31,SIKKIM,SOUTH SIKKIM,295
2025-05-31,SIKKIM,WEST,480
2025-05-31,SIKKIM,WEST SIKKIM,431
2025-05-31,TAMIL NADU,ARIYALUR,8911
2025-05-31,TAMIL NADU,CHENGALPATTU,490
2025-05-31,TAMIL NADU,CHENNAI,24563
2025-05-31,TAMIL NADU,COIMBATORE,29906
2025-05-31,TAMIL NADU,CUDDALORE,18333
2025-05-31,TAMIL NADU,DHARMAPURI,8892
2025-05-31,TAMIL NADU,DINDIGUL,20177
2025-05-31,TAMIL NADU,ERODE,15404
2025-05-31,TAMIL NADU,KALLAKURICHI,502
2025-05-31,TAMIL NADU,KANCHEEPURAM,25327
2025-05-31,TAMIL NADU,KANNIYAKUMARI,8236
2025-05-31,TAMIL NADU,KANYAKUMARI,3693
2025-05-31,TAMIL NADU,KARUR,6129
2025-05-31,TAMIL NADU,KRISHNAGIRI,11518
2025-05-31,TAMIL NADU,MADURAI,23184
2025-05-31,TAMIL NADU,MAYILADUTHURAI,77
2025-05-31,TAMIL NADU,NAGAPATTINAM,8753
2025-05-31,TAMIL NADU,NAMAKKAL,13060
2025-05-31,TAMIL NADU,PERAMBALUR,6209
2025-05-31,TAMIL NADU,PUDUKKOTTAI,14109
2025-05-31,TAMIL NADU,RAMANATHAPURAM,11958
2025-05-31,TAMIL NADU,SALEM,24829
2025-05-31,TAMIL NADU,SIVAGANGA,9521
2025-05-31,TAMIL NADU,TENKASI,325
2025-05-31,TAMIL NADU,THANJAVUR,17995
2025-05-31,TAMIL NADU,THE NILGIRIS,4580
2025-05-31,TAMIL NADU,THENI,9909
2025-05-31,TAMIL NADU,THIRUVALLUR,226
2025-05-31,TAMIL NADU,THIRUVARUR,6135
2025-05-31,TAMIL NADU,THOOTHUKKUDI,12217
2025-05-31,TAMIL NADU,TIRUCHIRAPPALLI,21084
2025-05-31,TAMIL NADU,TIRUNELVELI,18355
2025-05-31,TAMIL NADU,TIRUPATTUR,911
2025-05-31,TAMIL NADU,TIRUPPUR,17481
2025-05-31,TAMIL NADU,TIRUVALLUR,25421
2025-05-31,TAMIL NADU,TIRUVANNAMALAI,14899
2025-05-31,TAMIL NADU,VELLORE,18167
2025-05-31,TAMIL NADU,VILLUPURAM,11106
2025-05-31,TAMIL NADU,VILUPPURAM,7126
2025-05-31,TAMIL NADU,VIRUDHUNAGAR,12544
2025-05-31,TELANGANA,ADILABAD,6994
2025-05-31,TELANGANA,BHADRADRI KOTHAGUDEM,1405
2025-05-31,TELANGANA,HANUMAKONDA,1023
2025-05-31,TELANGANA,HYDERABAD,21654
2025-05-31,TELANGANA,JAGITIAL,1082
2025-05-31,TELANGANA,JANGOAN,404
2025-05-31,TELANGANA,JAYASHANKAR BHUPALPALLY,482
2025-05-31,TELANGANA,JOGULAMBA GADWAL,956
2025-05-31,TELANGANA,K.V. RANGAREDDY,23422
2025-05-31,TELANGANA,KAMAREDDY,1086
2025-05-31,TELANGANA,KARIMNAGAR,16371
2025-05-31,TELANGANA,KHAMMAM,6468
2025-05-31,TELANGANA,KOMARAM BHEEM,725
2025-05-31,TELANGANA,MAHABUBABAD,877
2025-05-31,TELANGANA,MAHABUBNAGAR,18375
2025-05-31,TELANGANA,MANCHERIAL,1155
2025-05-31,TELANGANA,MEDAK,11200
2025-05-31,TELANGANA,MEDCHAL-MALKAJGIRI,3053
2025-05-31,TELANGANA,MULUGU,586
2025-05-31,TELANGANA,NAGARKURNOOL,961
2025-05-31,TELANGANA,NALGONDA,15428
2025-05-31,TELANGANA,NARAYANPET,406
2025-05-31,TELANGANA,NIRMAL,871
2025-05-31,TELANGANA,NIZAMABAD,10967
2025-05-31,TELANGANA,PEDDAPALLI,641
2025-05-31,TELANGANA,RAJANNA SIRCILLA,708
2025-05-31,TELANGANA,RANGAREDDY,283
2025-05-31,TELANGANA,SANGAREDDY,1673
2025-05-31,TELANGANA,SIDDIPET,827
2025-05-31,TELANGANA,SURYAPET,2029
2025-05-31,TELANGANA,VIKARABAD,1056
2025-05-31,TELANGANA,WANAPARTHY,975
2025-05-31,TELANGANA,WARANGAL,10408
2025-05-31,TELANGANA,WARANGAL RURAL,536
2025-05-31,TELANGANA,WARANGAL URBAN,963
2025-05-31,TELANGANA,YADADRI.,1011
2025-05-31,TRIPURA,DHALAI,3896
2025-05-31,TRIPURA,DHALAI  *,61
2025-05-31,TRIPURA,GOMATI,1304
2025-05-31,TRIPURA,KHOWAI,949
2025-05-31,TRIPURA,NORTH TRIPURA,4112
2025-05-31,TRIPURA,SEPAHIJALA,2042
2025-05-31,TRIPURA,SOUTH TRIPURA,5739
2025-05-31,TRIPURA,UNAKOTI,1600
2025-05-31,TRIPURA,WEST TRIPURA,10266
2025-05-31,UTTAR PRADESH,AGRA,28578
2025-05-31,UTTAR PRADESH,ALIGARH,25301
2025-05-31,UTTAR PRADESH,ALLAHABAD,33500
2025-05-31,UTTAR PRADESH,AMBEDKAR NAGAR,7750
2025-05-31,UTTAR PRADESH,AMETHI,11717
2025-05-31,UTTAR PRADESH,AMROHA,12576
2025-05-31,UTTAR PRADESH,AURAIYA,7516
2025-05-31,UTTAR PRADESH,AYODHYA,876
2025-05-31,UTTAR PRADESH,AZAMGARH,17572
2025-05-31,UTTAR PRADESH,BAGHPAT,5714
2025-05-31,UTTAR PRADESH,BAHRAICH,19040
2025-05-31,UTTAR PRADESH,BALLIA,15147
2025-05-31,UTTAR PRADESH,BALRAMPUR,9018
2025-05-31,UTTAR PRADESH,BANDA,8617
2025-05-31,UTTAR PRADESH,BARA BANKI,17228
2025-05-31,UTTAR PRADESH,BARABANKI,315
2025-05-31,UTTAR PRADESH,BAREILLY,26597
2025-05-31,UTTAR PRADESH,BASTI,11861
2025-05-31,UTTAR PRADESH,BHADOHI,625
2025-05-31,UTTAR PRADESH,BIJNOR,23040
2025-05-31,UTTAR PRADESH,BUDAUN,10276
2025-05-31,UTTAR PRADESH,BULANDSHAHR,23181
2025-05-31,UTTAR PRADESH,CHANDAULI,8924
2025-05-31,UTTAR PRADESH,CHITRAKOOT,6965
2025-05-31,UTTAR PRADESH,DEORIA,15329
2025-05-31,UTTAR PRADESH,ETAH,13689
2025-05-31,UTTAR PRADESH,ETAWAH,8891
2025-05-31,UTTAR PRADESH,FAIZABAD,10669
2025-05-31,UTTAR PRADESH,FARRUKHABAD,8629
2025-05-31,UTTAR PRADESH,FATEHPUR,12312
2025-05-31,UTTAR PRADESH,FIROZABAD,15812
2025-05-31,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,10762
2025-05-31,UTTAR PRADESH,GHAZIABAD,24701
2025-05-31,UTTAR PRADESH,GHAZIPUR,15490
2025-05-31,UTTAR PRADESH,GONDA,14391
2025-05-31,UTTAR PRADESH,GORAKHPUR,17435
2025-05-31,UTTAR PRADESH,HAMIRPUR,4461
2025-05-31,UTTAR PRADESH,HAPUR,5415
2025-05-31,UTTAR PRADESH,HARDOI,23294
2025-05-31,UTTAR PRADESH,HATHRAS,10815
2025-05-31,UTTAR PRADESH,JALAUN,7957
